character_id,character_name,phase,timeline,event,platform,platform_label,post_id,content,image_file,visibility,unlock_condition,timestamp_mode,notes
shatang,砂糖,开局前历史,5月16日,大号历史：“便利店新出的草莓布丁很好吃！缺点是太小了，感觉还没开始开心就没了。”,public_feed,推搭大号（公开）,st_tw_hist_008,便利店新出的草莓布丁很好吃！缺点是太小了，感觉还没开始开心就没了。,images/st_tw_hist_008.png,public,always,fixed_history,推特大号历史橱窗：开局前固定时间，主要让玩家第一眼喜欢砂糖
shatang,砂糖,开局前历史,5月22日,大号历史：“今天修图修到把快捷键按进梦里，醒来第一反应还是 Ctrl+S。”,public_feed,推搭大号（公开）,st_tw_hist_009,今天修图修到把快捷键按进梦里，醒来第一反应还是 Ctrl+S。,images/st_tw_hist_009.png,public,always,fixed_history,推特大号历史橱窗：开局前固定时间，主要让玩家第一眼喜欢砂糖
shatang,砂糖,开局前历史,5月28日,大号历史：“有时候觉得，把普通的一天记下来很像收集糖纸。它不一定有用，但回头看的时候会发现：原来我也认真生活过。”,public_feed,推搭大号（公开）,st_tw_hist_010,有时候觉得，把普通的一天记下来很像收集糖纸。它不一定有用，但回头看的时候会发现：原来我也认真生活过。,images/st_tw_hist_010.png,public,always,fixed_history,推特大号历史橱窗：开局前固定时间，主要让玩家第一眼喜欢砂糖
shatang,砂糖,开局前历史,5月30日,小号历史：“今天有人说我像小太阳。”,private_alt,推搭小号（私密）,st_alt_hist_011,今天有人说我像小太阳。,,secret,alt_found_or_event_replay,fixed_history,小号历史：固定时间；按爆发组连发，发现小号后可回看
shatang,砂糖,开局前历史,5月30日,小号历史：“太阳不会半夜开这种账号。”,private_alt,推搭小号（私密）,st_alt_hist_012,太阳不会半夜开这种账号。,,secret,alt_found_or_event_replay,fixed_history,小号历史：固定时间；按爆发组连发，发现小号后可回看
shatang,砂糖,开局前历史,5月30日,小号历史：“他们只要我亮一点。”,private_alt,推搭小号（私密）,st_alt_hist_013,他们只要我亮一点。,images/st_alt_hist_013.png,secret,alt_found_or_event_replay,fixed_history,小号历史：固定时间；按爆发组连发，发现小号后可回看
shatang,砂糖,开局前历史,5月30日,小号历史：“烧起来也没关系。”,private_alt,推搭小号（私密）,st_alt_hist_014,烧起来也没关系。,images/st_alt_hist_014.png,secret,alt_found_or_event_replay,fixed_history,小号历史：固定时间；按爆发组连发，发现小号后可回看
shatang,砂糖,开局前历史,6月2日,朋友圈历史：“今天老板专属小预览～大号那张太乖了，这张比较像拍到一半偷偷笑场。”,private_moments,微信朋友圈（老板可见）,st_wx_hist_001,今天老板专属小预览～大号那张太乖了，这张比较像拍到一半偷偷笑场。,images/st_wx_hist_001.png,paid_private,paid_wechat_unlocked,fixed_history,微信历史：过门槛后可回看，体现门槛价值；不暴露阴暗面
shatang,砂糖,开局前历史,6月3日,大号历史：“上课间隙跑去买了小兔子贴纸！它现在正式成为我笔记本的监督员。”,public_feed,推搭大号（公开）,st_tw_hist_011,上课间隙跑去买了小兔子贴纸！它现在正式成为我笔记本的监督员。,images/st_tw_hist_011.png,public,always,fixed_history,推特大号历史橱窗：开局前固定时间，主要让玩家第一眼喜欢砂糖
shatang,砂糖,开局前历史,6月5日,朋友圈历史：“刚下课就去买奶茶了。老板们猜猜我这次有没有少糖？提示：没有。”,private_moments,微信朋友圈（老板可见）,st_wx_hist_002,刚下课就去买奶茶了。老板们猜猜我这次有没有少糖？提示：没有。,images/img_st_wx_hist_002.png,paid_private,paid_wechat_unlocked,fixed_history,微信历史：过门槛后可回看，体现门槛价值；不暴露阴暗面
shatang,砂糖,开局前历史,6月8日,朋友圈历史：“这套还没发大号，先给这边看一眼。要是不好看就当作没看见！”,private_moments,微信朋友圈（老板可见）,st_wx_hist_003,这套还没发大号，先给这边看一眼。要是不好看就当作没看见！,,paid_private,paid_wechat_unlocked,fixed_history,微信历史：过门槛后可回看，体现门槛价值；不暴露阴暗面
shatang,砂糖,开局前历史,6月9日,大号历史：“JK风返图来啦。今天的目标是：看起来像下课后会请你喝汽水的同桌。”,public_feed,推搭大号（公开）,st_tw_hist_012,JK风返图来啦。今天的目标是：看起来像下课后会请你喝汽水的同桌。,images/st_tw_hist_012.png,public,always,fixed_history,推特大号历史橱窗：开局前固定时间，主要让玩家第一眼喜欢砂糖
shatang,砂糖,开局前历史,6月12日,朋友圈历史：“今天拍照的时候袜子一直往下滑，气得我差点对它讲道理。”,private_moments,微信朋友圈（老板可见）,st_wx_hist_004,今天拍照的时候袜子一直往下滑，气得我差点对它讲道理。,images/st_wx_hist_004.png,paid_private,paid_wechat_unlocked,fixed_history,微信历史：过门槛后可回看，体现门槛价值；不暴露阴暗面
shatang,砂糖,开局前历史,6月15日,大号历史：“今天拍照十张糊九张，剩下一张还被我闭眼了。摄影之神，你是不是在针对砂糖！”,public_feed,推搭大号（公开）,st_tw_hist_013,今天拍照十张糊九张，剩下一张还被我闭眼了。摄影之神，你是不是在针对砂糖！,images/st_tw_hist_013.png,public,always,fixed_history,推特大号历史橱窗：开局前固定时间，主要让玩家第一眼喜欢砂糖
shatang,砂糖,开局前历史,6月15日,朋友圈历史：“睡前自拍库存+1。灯光有点黄，但是我觉得很软，就不修太多啦。”,private_moments,微信朋友圈（老板可见）,st_wx_hist_005,睡前自拍库存+1。灯光有点黄，但是我觉得很软，就不修太多啦。,images/st_wx_hist_005.png,paid_private,paid_wechat_unlocked,fixed_history,微信历史：过门槛后可回看，体现门槛价值；不暴露阴暗面
shatang,砂糖,开局前历史,6月18日,朋友圈历史：“快递到了！打开前：我很冷静。打开后：哇这个蝴蝶结也太可爱了吧！”,private_moments,微信朋友圈（老板可见）,st_wx_hist_006,快递到了！打开前：我很冷静。打开后：哇这个蝴蝶结也太可爱了吧！,images/st_wx_hist_006.png,paid_private,paid_wechat_unlocked,fixed_history,微信历史：过门槛后可回看，体现门槛价值；不暴露阴暗面
shatang,砂糖,开局前历史,6月21日,朋友圈历史：“假发还没完全打理好，所以只给老板们看半张。大号要等它听话一点再说。”,private_moments,微信朋友圈（老板可见）,st_wx_hist_007,假发还没完全打理好，所以只给老板们看半张。大号要等它听话一点再说。,images/st_wx_hist_007.png,paid_private,paid_wechat_unlocked,fixed_history,微信历史：过门槛后可回看，体现门槛价值；不暴露阴暗面
shatang,砂糖,开局前历史,6月22日,大号历史：“下雨天买到了热乎乎的关东煮。突然觉得世界也没有那么冷冰冰了。”,public_feed,推搭大号（公开）,st_tw_hist_014,下雨天买到了热乎乎的关东煮。突然觉得世界也没有那么冷冰冰了。,images/st_tw_hist_014.png,public,always,fixed_history,推特大号历史橱窗：开局前固定时间，主要让玩家第一眼喜欢砂糖
shatang,砂糖,开局前历史,6月24日,朋友圈历史：“修图修到眼睛变成糖豆了。明天看到成片要夸我，不然我会假装很凶。”,private_moments,微信朋友圈（老板可见）,st_wx_hist_008,修图修到眼睛变成糖豆了。明天看到成片要夸我，不然我会假装很凶。,images/st_wx_hist_008.png,paid_private,paid_wechat_unlocked,fixed_history,微信历史：过门槛后可回看，体现门槛价值；不暴露阴暗面
shatang,砂糖,开局前历史,6月24日,小号历史：“不要认出来。”,private_alt,推搭小号（私密）,st_alt_hist_015,不要认出来。,,secret,alt_found_or_event_replay,fixed_history,小号历史：固定时间；按爆发组连发，发现小号后可回看
shatang,砂糖,开局前历史,6月24日,小号历史：“拜托。”,private_alt,推搭小号（私密）,st_alt_hist_016,拜托。,,secret,alt_found_or_event_replay,fixed_history,小号历史：固定时间；按爆发组连发，发现小号后可回看
shatang,砂糖,开局前历史,6月24日,小号历史：“我明天还要发自拍。”,private_alt,推搭小号（私密）,st_alt_hist_017,我明天还要发自拍。,,secret,alt_found_or_event_replay,fixed_history,小号历史：固定时间；按爆发组连发，发现小号后可回看
shatang,砂糖,开局前历史,6月24日,小号历史：“要笑。”,private_alt,推搭小号（私密）,st_alt_hist_018,要笑。,,secret,alt_found_or_event_replay,fixed_history,小号历史：固定时间；按爆发组连发，发现小号后可回看
shatang,砂糖,开局前历史,6月24日,小号历史：“要很甜。”,private_alt,推搭小号（私密）,st_alt_hist_019,要很甜。,,secret,alt_found_or_event_replay,fixed_history,小号历史：固定时间；按爆发组连发，发现小号后可回看
shatang,砂糖,开局前历史,6月24日,小号历史：“好恶心。”,private_alt,推搭小号（私密）,st_alt_hist_020,好恶心。,images/st_alt_hist_020.png,secret,alt_found_or_event_replay,fixed_history,小号历史：固定时间；按爆发组连发，发现小号后可回看
shatang,砂糖,开局前历史,6月27日,朋友圈历史：“今天这张有点小害羞……只发朋友圈，不搬去大号。老板们不许乱说。”,private_moments,微信朋友圈（老板可见）,st_wx_hist_009,今天这张有点小害羞……只发朋友圈，不搬去大号。老板们不许乱说。,images/st_wx_hist_009.png,paid_private,paid_wechat_unlocked,fixed_history,微信历史：过门槛后可回看，体现门槛价值；不暴露阴暗面
shatang,砂糖,开局前历史,6月28日,大号历史：“新图预告！这套颜色真的好像草莓牛奶，我自己都被甜到了。”,public_feed,推搭大号（公开）,st_tw_hist_015,新图预告！这套颜色真的好像草莓牛奶，我自己都被甜到了。,images/st_tw_hist_015.png,public,always,fixed_history,推特大号历史橱窗：开局前固定时间，主要让玩家第一眼喜欢砂糖
shatang,砂糖,开局前历史,6月30日,朋友圈历史：“六月最后一天！给自己买了小蛋糕。希望七月也能遇到很多温柔的事。”,private_moments,微信朋友圈（老板可见）,st_wx_hist_010,六月最后一天！给自己买了小蛋糕。希望七月也能遇到很多温柔的事。,images/st_wx_hist_010.png,paid_private,paid_wechat_unlocked,fixed_history,微信历史：过门槛后可回看，体现门槛价值；不暴露阴暗面
shatang,砂糖,游戏开始后,D0,朋友圈更新：“刚刚大号发完，朋友圈放一张没选上的。不是不好看，是我表情太像偷吃糖被抓。”,private_moments,微信朋友圈（老板可见）,st_wx_live_001,刚刚大号发完，朋友圈放一张没选上的。不是不好看，是我表情太像偷吃糖被抓。,,paid_private,paid_wechat_unlocked AND seen:st_tw_live_003,auto_same_day_after_post,微信游戏后动态：约70%主题呼应推特大号，但正文不直接复制，强化门槛价值
shatang,砂糖,游戏开始后,D0,朋友圈更新：“这张不发大号啦，感觉太像拍到一半在发呆。但是老板们可以看。”,private_moments,微信朋友圈（老板可见）,st_wx_live_003,这张不发大号啦，感觉太像拍到一半在发呆。但是老板们可以看。,,paid_private,paid_wechat_unlocked AND seen:st_tw_live_008,auto_same_day_after_post,微信游戏后动态：约70%主题呼应推特大号，但正文不直接复制，强化门槛价值
shatang,砂糖,游戏开始后,D0,朋友圈更新：“假发真的很难哄，比我还任性。今天哄了半小时，它只愿意听十分钟话。”,private_moments,微信朋友圈（老板可见）,st_wx_live_004,假发真的很难哄，比我还任性。今天哄了半小时，它只愿意听十分钟话。,,paid_private,paid_wechat_unlocked AND chat_completed:chat_shatang_wig_talk,auto_next_day_after_chat,微信游戏后动态：约70%主题呼应推特大号，但正文不直接复制，强化门槛价值
shatang,砂糖,游戏开始后,D0,朋友圈更新：“大号那套偶像风，其实有一张我笑到眼睛弯掉。老板版存档！”,private_moments,微信朋友圈（老板可见）,st_wx_live_006,大号那套偶像风，其实有一张我笑到眼睛弯掉。老板版存档！,,paid_private,paid_wechat_unlocked AND seen:st_tw_live_013,auto_same_day_after_post,微信游戏后动态：约70%主题呼应推特大号，但正文不直接复制，强化门槛价值
shatang,砂糖,游戏开始后,D0,朋友圈更新：“被夸会提高工作效率是真的！今天修图的时候嘴角一直没下来。”,private_moments,微信朋友圈（老板可见）,st_wx_live_008,被夸会提高工作效率是真的！今天修图的时候嘴角一直没下来。,,paid_private,paid_wechat_unlocked AND chat_completed:chat_shatang_photo_praise,auto_next_day_after_chat,微信游戏后动态：约70%主题呼应推特大号，但正文不直接复制，强化门槛价值
shatang,砂糖,游戏开始后,D0,朋友圈更新：“修女风花絮。袖子里没有真的藏糖，但我认真考虑过。”,private_moments,微信朋友圈（老板可见）,st_wx_live_011,修女风花絮。袖子里没有真的藏糖，但我认真考虑过。,,paid_private,paid_wechat_unlocked AND seen:st_tw_live_023,auto_same_day_after_post,微信游戏后动态：约70%主题呼应推特大号，但正文不直接复制，强化门槛价值
shatang,砂糖,游戏开始后,D0,朋友圈更新：“不太完美的一张，但是当时很开心。老板们就当陪我一起保存这个瞬间。”,private_moments,微信朋友圈（老板可见）,st_wx_live_013,不太完美的一张，但是当时很开心。老板们就当陪我一起保存这个瞬间。,,paid_private,paid_wechat_unlocked AND chat_completed:chat_shatang_not_perfect,auto_next_day_after_chat,微信游戏后动态：约70%主题呼应推特大号，但正文不直接复制，强化门槛价值
shatang,砂糖,游戏开始后,D0,朋友圈更新：“新发夹近照！透明糖块真的好可爱，戴上之后心情+10。”,private_moments,微信朋友圈（老板可见）,st_wx_live_014,新发夹近照！透明糖块真的好可爱，戴上之后心情+10。,,paid_private,paid_wechat_unlocked AND seen:st_tw_live_007,auto_same_day_after_post,微信游戏后动态：约70%主题呼应推特大号，但正文不直接复制，强化门槛价值
shatang,砂糖,游戏开始后,D0,朋友圈更新：“今天没化很完整的妆，但好像也还可以？只给老板们看一下素一点的砂糖。”,private_moments,微信朋友圈（老板可见）,st_wx_live_015,今天没化很完整的妆，但好像也还可以？只给老板们看一下素一点的砂糖。,,paid_private,paid_wechat_unlocked AND affection>=35,auto_next_day_after_chat,微信游戏后动态：约70%主题呼应推特大号，但正文不直接复制，强化门槛价值
shatang,砂糖,游戏开始后,D0,朋友圈更新：“老板们晚安。今天也谢谢你们听我碎碎念。明天我会继续努力可爱。”,private_moments,微信朋友圈（老板可见）,st_wx_live_019,老板们晚安。今天也谢谢你们听我碎碎念。明天我会继续努力可爱。,,paid_private,paid_wechat_unlocked AND chat_completed:chat_shatang_listen_001,auto_next_day_after_chat,微信游戏后动态：约70%主题呼应推特大号，但正文不直接复制，强化门槛价值
shatang,砂糖,游戏开始后,D0,朋友圈更新：“晚霞图朋友圈版。大号发的是漂亮的，这张是我手抖但颜色很好看的。”,private_moments,微信朋友圈（老板可见）,st_wx_live_021,晚霞图朋友圈版。大号发的是漂亮的，这张是我手抖但颜色很好看的。,,paid_private,paid_wechat_unlocked AND seen:st_tw_live_025,auto_same_day_after_post,微信游戏后动态：约70%主题呼应推特大号，但正文不直接复制，强化门槛价值
shatang,砂糖,游戏开始后,D0,朋友圈更新：“今天状态好，偷偷多放一张。老板们不许说我自恋，我只是开心！”,private_moments,微信朋友圈（老板可见）,st_wx_live_022,今天状态好，偷偷多放一张。老板们不许说我自恋，我只是开心！,,paid_private,paid_wechat_unlocked AND seen:st_tw_live_028,auto_same_day_after_post,微信游戏后动态：约70%主题呼应推特大号，但正文不直接复制，强化门槛价值
shatang,砂糖,游戏开始后,D0,朋友圈更新：“第一页写的‘好好生活’被我不小心蹭花了。没关系，重新写一遍。”,private_moments,微信朋友圈（老板可见）,st_wx_live_023,第一页写的‘好好生活’被我不小心蹭花了。没关系，重新写一遍。,,paid_private,paid_wechat_unlocked AND seen:st_tw_live_027,auto_same_day_after_post,微信游戏后动态：约70%主题呼应推特大号，但正文不直接复制，强化门槛价值
shatang,砂糖,游戏开始后,D0,朋友圈更新：“今天想把自己打扮得很亮。也许亮一点，大家就会更容易看见我。”,private_moments,微信朋友圈（老板可见）,st_wx_live_024,今天想把自己打扮得很亮。也许亮一点，大家就会更容易看见我。,,paid_private,paid_wechat_unlocked AND chat_completed:chat_shatang_public_mask,auto_next_day_after_chat,微信游戏后动态：约70%主题呼应推特大号，但正文不直接复制，强化门槛价值
shatang,砂糖,游戏开始后,D1,大号更新：“今天刷到好多新朋友～先打个招呼：这里是一颗努力发光的白砂糖，请多指教！”,public_feed,推搭大号（公开）,st_tw_live_001,今天刷到好多新朋友～先打个招呼：这里是一颗努力发光的白砂糖，请多指教！,images/st_tw_live_001.png,public,always,auto_on_game_day,开局当天或首次刷到：建立元气看板娘形象；若timestamp_mode为auto，则发布时间由游戏内当前日期/事件计算
shatang,砂糖,游戏开始后,D2,大号更新：“早八和我之间一定有宿命对决。今天我赢了，因为我带了两包糖。”,public_feed,推搭大号（公开）,st_tw_live_002,早八和我之间一定有宿命对决。今天我赢了，因为我带了两包糖。,images/st_tw_live_002.png,public,always,auto_on_game_day,日常开心吐槽；若timestamp_mode为auto，则发布时间由游戏内当前日期/事件计算
shatang,砂糖,游戏开始后,D3,大号更新：“试穿了一套新的粉白小裙子，感觉自己像草莓味的便利店限定甜品。”,public_feed,推搭大号（公开）,st_tw_live_003,试穿了一套新的粉白小裙子，感觉自己像草莓味的便利店限定甜品。,images/st_tw_live_003.png,public,always,auto_on_game_day,初期cos吸引玩家关注；若timestamp_mode为auto，则发布时间由游戏内当前日期/事件计算
shatang,砂糖,游戏开始后,D4,大号更新：“桌面上现在有课本、粉饼、兔子挂件和没喝完的奶茶。大学生生态实录。”,public_feed,推搭大号（公开）,st_tw_live_004,桌面上现在有课本、粉饼、兔子挂件和没喝完的奶茶。大学生生态实录。,images/st_tw_live_004.png,public,paid_or_followed,auto_on_game_day,生活真实性；若timestamp_mode为auto，则发布时间由游戏内当前日期/事件计算
shatang,砂糖,游戏开始后,D4,朋友圈更新：“今日老板限定：砂糖的桌面混乱程度公开。请不要告诉我的收纳盒，它会伤心。”,private_moments,微信朋友圈（老板可见）,st_wx_live_002,今日老板限定：砂糖的桌面混乱程度公开。请不要告诉我的收纳盒，它会伤心。,,paid_private,paid_wechat_unlocked,auto_on_game_day_if_paywall,微信游戏后动态：约70%主题呼应推特大号，但正文不直接复制，强化门槛价值
shatang,砂糖,游戏开始后,D5,大号更新：“假发刘海今天非常有主见。我跟它谈判失败，只好把它拍成花絮。”,public_feed,推搭大号（公开）,st_tw_live_005,假发刘海今天非常有主见。我跟它谈判失败，只好把它拍成花絮。,images/st_tw_live_005.png,public,chat_completed:chat_shatang_wig_talk,auto_next_day_after_chat,聊天后次日callback：假发吐槽；若timestamp_mode为auto，则发布时间由游戏内当前日期/事件计算
shatang,砂糖,游戏开始后,D6,大号更新：“我好像很容易被小事哄好。比如一杯好喝的奶茶、评论区一句认真夸夸、或者有人记得我昨天随口说过的话。普通日子也会因为这些变亮一点。”,public_feed,推搭大号（公开）,st_tw_live_006,我好像很容易被小事哄好。比如一杯好喝的奶茶、评论区一句认真夸夸、或者有人记得我昨天随口说过的话。普通日子也会因为这些变亮一点。,images/st_tw_live_006.png,public,seen_or_completed:chat_shatang_daily_001,auto_on_game_day,轻长文；解锁聊天话题；若timestamp_mode为auto，则发布时间由游戏内当前日期/事件计算
shatang,砂糖,游戏开始后,D7,大号更新：“今天买到了透明糖块发夹！戴上之后感觉头上真的有一小块白砂糖。”,public_feed,推搭大号（公开）,st_tw_live_007,今天买到了透明糖块发夹！戴上之后感觉头上真的有一小块白砂糖。,images/st_tw_live_007.png,public,always,auto_on_game_day,新版视觉设定强化；若timestamp_mode为auto，则发布时间由游戏内当前日期/事件计算
shatang,砂糖,游戏开始后,D7,朋友圈更新：“睡前库存。今天有点软乎乎的，可能是灯光的锅，也可能是我困了。”,private_moments,微信朋友圈（老板可见）,st_wx_live_005,睡前库存。今天有点软乎乎的，可能是灯光的锅，也可能是我困了。,,paid_private,paid_wechat_unlocked,auto_on_game_day_if_paywall,微信游戏后动态：约70%主题呼应推特大号，但正文不直接复制，强化门槛价值
shatang,砂糖,游戏开始后,D8,大号更新：“偶像风第二次挑战！这次表情管理比上次好一点点，至少没有笑到破功。”,public_feed,推搭大号（公开）,st_tw_live_008,偶像风第二次挑战！这次表情管理比上次好一点点，至少没有笑到破功。,images/st_tw_live_008.png,public,followed:shatang,auto_on_game_day,常规cos；若timestamp_mode为auto，则发布时间由游戏内当前日期/事件计算
shatang,砂糖,游戏开始后,D9,大号更新：“今天拍照全糊。真的全糊。手机是不是也会在周一失去上班欲望啊……”,public_feed,推搭大号（公开）,st_tw_live_009,今天拍照全糊。真的全糊。手机是不是也会在周一失去上班欲望啊……,images/st_tw_live_009.png,public,always,auto_on_game_day,负面吐槽1/4，但轻松收尾；若timestamp_mode为auto，则发布时间由游戏内当前日期/事件计算
shatang,砂糖,游戏开始后,D10,大号更新：“晚上和朋友吃了牛肉饭。她说我拍饭比拍人认真，我说这是对晚饭的尊重。”,public_feed,推搭大号（公开）,st_tw_live_010,晚上和朋友吃了牛肉饭。她说我拍饭比拍人认真，我说这是对晚饭的尊重。,images/st_tw_live_010.png,public,always,auto_on_game_day,生活照；若timestamp_mode为auto，则发布时间由游戏内当前日期/事件计算
shatang,砂糖,游戏开始后,D10,朋友圈更新：“今天吃到了好吃的牛肉饭，决定暂时原谅世界五分钟。”,private_moments,微信朋友圈（老板可见）,st_wx_live_018,今天吃到了好吃的牛肉饭，决定暂时原谅世界五分钟。,,paid_private,paid_wechat_unlocked,auto_on_game_day_if_paywall,微信游戏后动态：约70%主题呼应推特大号，但正文不直接复制，强化门槛价值
shatang,砂糖,游戏开始后,D11,大号更新：“评论区有人说我的笑容很有感染力。糟糕，我要偷偷开心到明天了。”,public_feed,推搭大号（公开）,st_tw_live_011,评论区有人说我的笑容很有感染力。糟糕，我要偷偷开心到明天了。,images/st_tw_live_011.png,public,post_seen:st_tw_live_003 OR comment_good,auto_on_game_day,评论触发聊天；若timestamp_mode为auto，则发布时间由游戏内当前日期/事件计算
shatang,砂糖,游戏开始后,D12,大号更新：“修图桌今天长这样：电脑、眼药水、糖果、以及一只负责监督我的小兔子。”,public_feed,推搭大号（公开）,st_tw_live_012,修图桌今天长这样：电脑、眼药水、糖果、以及一只负责监督我的小兔子。,images/st_tw_live_012.png,public,paid_wechat_unlocked OR followed,auto_on_game_day,图文呼应微信修图朋友圈；若timestamp_mode为auto，则发布时间由游戏内当前日期/事件计算
shatang,砂糖,游戏开始后,D12,朋友圈更新：“老板们看，这就是修图续命套餐：眼药水、糖、冰可乐。非常科学。”,private_moments,微信朋友圈（老板可见）,st_wx_live_007,老板们看，这就是修图续命套餐：眼药水、糖、冰可乐。非常科学。,,paid_private,paid_wechat_unlocked,auto_on_game_day_if_paywall,微信游戏后动态：约70%主题呼应推特大号，但正文不直接复制，强化门槛价值
